央视频道,#genre#
无线新闻台(北美),http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt$LR•IPV4『线路7』
无线新闻台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn$本地源
无线新闻台,http://tl.061833.xyz/tl/null-11$订阅源
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt$LR•IPV4『线路7』
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali$本地源
无线华丽,http://cdn9.163189.xyz/smt1.1.php?id=Tvbjade$本地源
无线华丽,https://smart.pendy.dpdns.org/Smart.php?id=Tvbjade$本地源
无线功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8$本地源
緯來體育,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport$本地源
緯來體育,http://s1.an94tv.cfd/aktv2/CH-0/AKTV.m3u8$LR•IPV4『线路4』
緯來體育,https://hls-gateway.vpstv.net/streams/477026.m3u8$LR•IPV4『线路5』
緯來體育,http://bxtv.3a.ink/api.php?id=wlty$LR•IPV4『线路7』
三立综合,https://tv.iill.top/4gtv/169$本地源
三立综合,https://smart.pendy.dpdns.org/Smart.php?id=sanlizhonghe$本地源
三立新闻,https://tv.iill.top/4gtv/229$本地源
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8$本地源
三立都会,https://smart.pendy.dpdns.org/Smart.php?id=sanlidouhui$本地源
民视综艺,https://tv.iill.top/litv/4gtv-4gtv004$本地源
民视影剧,https://tv.iill.top/litv/litv-ftv09$本地源
民视新闻,https://tv.iill.top/litv/litv-ftv13$本地源
民视新闻,https://smart.pendy.dpdns.org/Smart.php?id=ftvnew_taiwan$本地源
民视台湾,https://tv.iill.top/litv/4gtv-4gtv001$本地源
民视台湾,https://smart.pendy.dpdns.org/Smart.php?id=ftvtaiwan_twn$本地源
民视旅游,https://tv.iill.top/litv/litv-ftv07$本地源
民视第一,https://tv.iill.top/litv/4gtv-4gtv003$本地源
民视第一,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn$本地源
民视,https://tv.iill.top/litv/4gtv-4gtv002$本地源
美亚电影台(HK),http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn$本地源
美亚电影台(HK),http://tl.061833.xyz/tl/null-5$本地源
美亚电影台(HK),https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn$本地源
美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn$本地源
美亚电影,http://tl.061833.xyz/tl/null-5$本地源
美亚电影,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn$本地源
龙华电影,https://tv.iill.top/litv/litv-longturn03$本地源
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8$本地源
龙华电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie$本地源
镜电视新闻,https://tv.iill.top/litv/4gtv-4gtv075$本地源
靖天资讯,https://hls-gateway.vpstv.net/streams/476258.m3u8$LR•IPV4『线路2』
靖天资讯,http://pullpackage.alivecdn.com/live/jSi62v69ef4x6iYBScl4GTgr9WaWuRtR1v7DfyIDrCzlEjd4oO.flv$LR•IPV4『线路4』
靖天资讯,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv065$LR•IPV4『线路5』
靖天资讯,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp6LOH6KiK5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89$LR•IPV4『线路6』
靖天资讯,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv065$LR•IPV4『线路7』
靖天电影,https://tv.iill.top/litv/4gtv-4gtv061$本地源
寰宇新聞台,https://tv.iill.top/litv/litv-longturn14$本地源
寰宇新聞台,https://smart.pendy.dpdns.org/Smart.php?id=huanyuxinwen_twn$本地源
寰宇新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8$订阅源
寰宇新闻,https://tv.iill.top/litv/litv-longturn14$本地源
寰宇新闻,https://smart.pendy.dpdns.org/Smart.php?id=huanyuxinwen_twn$本地源
寰宇新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8$订阅源
华视,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8$订阅源
华视,https://tv.iill.top/litv/4gtv-4gtv041$订阅源
非凡新闻,https://tv.iill.top/litv/4gtv-4gtv010$本地源
非凡新闻,https://smart.pendy.dpdns.org/Smart.php?id=feifannews_twn$本地源
东森综合,https://smart.pendy.dpdns.org/Smart.php?id=ettvzhonghe$本地源
东森综合,https://hls-gateway.vpstv.net/streams/476987.m3u8$LR•IPV4『线路3』
东森新闻,https://tv.iill.top/litv/4gtv-4gtv152$本地源
东森新闻,https://smart.pendy.dpdns.org/Smart.php?id=ettvnews$本地源
东森电影,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie$本地源
东森电影,https://hls-gateway.vpstv.net/streams/476995.m3u8$LR•IPV4『线路8』
东森电影,http://bxtv.3a.ink/api.php?id=dsdy$LR•IPV4『线路12』
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper$本地源
东森超视,https://hls-gateway.vpstv.net/streams/476234.m3u8$LR•IPV4『线路10』
东森财经新闻,https://tv.iill.top/litv/4gtv-4gtv153$本地源
东森财经新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8$订阅源
大爱电视,https://tv.iill.top/4gtv/209$本地源
八大综艺,https://tv.iill.top/litv/4gtv-4gtv039$本地源
八大综合,https://smart.pendy.dpdns.org/Smart.php?id=badazhonghe$本地源
八大戏剧,https://smart.pendy.dpdns.org/Smart.php?id=badadrama$本地源
八大第一,https://smart.pendy.dpdns.org/Smart.php?id=badafirst$本地源
澳门莲花,http://php.jdshipin.com:8880/amlh.php$本地源
澳门莲花,https://tv.iill.top/mo/lhws$本地源
Viutv,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv$本地源
VIU,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv$本地源
VIU,http://cdn5.1678520.xyz/live/?id=viu$本地源
Taiwan Plus TV,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8$本地源
Taiwan Plus TV,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV78.m3u8$订阅源
RTHK32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8$本地源
RTHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32$本地源
PopC,http://tl.061833.xyz/tl/popc$订阅源
Now剧集,http://pullpackage.alivecdn.com/live/B9AKX0X3gSWZVv91H6UZDdsYyM8Fie9HvmJFzg3XN8JiR27kog.flv$LR•IPV4『线路2』
Nickelodeon,https://flexi-s1.purplecdn.xyz/Nickelodeon/tracks-v1a1/mono.ts.m3u8$订阅源
J2,http://php.jdshipin.com/TVOD/iptv.php?id=j2$LR•IPV4『线路2』
J2,http://api.kkitv.itv888.vip:8080/streams/48uxa7dlbga/index.m3u8$LR•IPV4『线路2』
france24,http://static.france24.com/live/F24_EN_LO_HLS/live_web.m3u8$订阅源
DW,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV08.m3u8$订阅源
Astro AEC,http://php.jdshipin.com/smt.php$订阅源

电影频道,#genre#
CHC家庭影院,http://goo.bkpcp.top/mg/jtyy$本地源
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?m3u8_level=2$本地源
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8$本地源
CHC家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy$订阅源
CHC家庭影院,http://sport.pendy.dpdns.org/migu/644368373$订阅源
CHC家庭影院,https://migu.188766.xyz/?migutoken=1d2aae4c4233178928277e5322b57c56&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&pp=1$LR•16•IPV4『线路12』
CHC家庭影院,https://migu.188766.xyz/?migutoken=f61a1fd168cc0f2f8bb065cbc5817b08&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&pp=1$LR•IPV4『线路6』
CHC家庭影院,https://migu.188766.xyz/?migutoken=6c4b693c21cc4d2a3dbc9e44c8d06019&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•16•IPV4『线路10』
CHC家庭影院,https://mgtv.ottiptv.cc/mg/644368373.m3u8$订阅源
CHC家庭影院,https://mgtv.ottiptv.cc/mg/644368373.m3u8?sign=8cb818354b21b739fe1b348da51d8c02&tm=1757436314&token=3eee8e7c0cd72a4822fbb2305567610920e5486eb65af23471395453275f96c8e3db456b59d3a43e1fcd94ff6aa0c8112fb6034bc68a50699b461e0ab82dacf50788d0f12b2bad550e181d75a9$LR•IPV4『线路5』
CHC家庭影院,https://mgtv.ottiptv.cc/mg/644368373.m3u8?sign=8150b12b750fd241c638d9d6910865f7&tm=1757535222&token=adff73d728ea297eb688b6fa713e8f8796735dbfbd02cc07e301b128f389b5a16a926a9c92e67229fee298c24eacbc6042d558ba729e33c7d5422a7263c9b0025eaa248d535e0bae959ccf9daa$LR•16•IPV4『线路11』
CHC家庭影院,https://migu.188766.xyz/?migutoken=910c6b2faa097e78bc6aaf5cfcac3574&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•16•IPV4『线路12』
CHC家庭影院,https://mursor.ottiptv.cc/migu/644368373.m3u8$订阅源
CHC家庭影院,https://migu.188766.xyz/?migutoken=ac8ce3f4e16467ad78a7e0eb5d165bed&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•17•IPV4『线路12』
CHC家庭影院,https://migu.188766.xyz/?migutoken=d39300364b450d11b4b4011b2b7e0609&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•17•IPV4『线路12』
CHC家庭影院,https://migu.188766.xyz/?migutoken=eaa8444ea70579643adde930b90c9993&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•16•IPV4『线路11』
CHC家庭影院,https://mgtv.ottiptv.cc/migu/644368373.m3u8$订阅源
CHC家庭影院,https://migu.188766.xyz/?migutoken=5afc4303519fe5727c003440121dbb70&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•13•IPV4『线路11』
CHC家庭影院,https://migu.188766.xyz/?migutoken=27c2c34c5229c57620068433b3ff639b&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•13•IPV4『线路11』
CHC家庭影院,https://migu.188766.xyz/?migutoken=c6f36d26deabff4f22f631c39917881f&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•13•IPV4『线路11』
CHC家庭影院,https://migu.188766.xyz/?migutoken=829d1b92e7aa848189d60ab0e4060423&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•13•IPV4『线路11』
CHC家庭影院,https://migu.188766.xyz/?migutoken=0c72e0c17283955e2ba9191464ed7295&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•12•IPV4『线路10』
CHC家庭影院,https://migu.188766.xyz/?migutoken=879f9eb109bb9aeaeac41724c33201ef&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•12•IPV4『线路10』
CHC家庭影院,https://migu.188766.xyz/?migutoken=513ca1ceaf30a55fe3b522720165a1ad&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•IPV4『线路11』
CHC家庭影院,https://migu.188766.xyz/?migutoken=f50491013b2b54cfe37f9015130786a1&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•IPV4『线路10』
CHC家庭影院,https://migu.188766.xyz/?migutoken=41da7b8f342d4b9ea55841f1264e706f&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•IPV4『线路10』
CHC家庭影院,https://migu.188766.xyz/?migutoken=f67e6cfce45ad7cd97dfd1082a6ef791&id=CHC%E5%AE%B6%E5%BA%AD%E5%BD%B1%E9%99%A2&type=yy$LR•IPV4『线路10』
CHC动作电影,http://z.b.bkpcp.top/m.php$本地源
CHC动作电影,http://goo.bkpcp.top/mg/dzdy$本地源
CHC动作电影,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226329/1.m3u8$本地源
CHC动作电影,http://eastscreen.tv/ooooo.php?id=chcdz$本地源
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?m3u8_level=2$本地源
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy$订阅源
CHC动作电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002030/index.m3u8?IASHttpSessionId=$LR•IPV6『线路4』
CHC动作电影,https://migu.188766.xyz/?migutoken=14dbf2ada3a4f183d2efba1c06cc34d7&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&pp=1$LR•16•IPV4『线路2』
CHC动作电影,https://migu.188766.xyz/?migutoken=5f7ddbc144aaa6a046ced38913096c20&id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&pp=1$LR•17•IPV4『线路1』
CHC动作电影,https://mursor.ottiptv.cc/migu/644368714.m3u8?migutoken=570a517d9a25a7668aefe899385c0d0dd6f3678fcff2e12b79113f7dabeed1f9c29cb62280b4e4036172f9dcbca39d90fe90b404c6a6fd6d8eefb84eb9259c39d24ad629c798f7b3dcb1ba8bea$LR•IPV4『线路7』
CHC动作电影,http://sport.pendy.dpdns.org/migu/644368714$订阅源
CHC动作电影,https://live.chinacert.cftest5.cn/mg/$订阅源
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8$本地源
淘剧场,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887497.m3u8$订阅源
淘剧场,http://missyao.com:35455/bptv/10000100000000050000000003887497.m3u8$订阅源
淘娱乐,http://zjzcf.synology.me:35455/bptv/10000100000000050000000003887499.m3u8$订阅源
淘娱乐,http://missyao.com:35455/bptv/10000100000000050000000003887499.m3u8$订阅源
淘电影,http://nas.suntao.online:35455/bptv/10000100000000050000000003887498.m3u8$本地源
NewTV惊悚悬疑,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010077$本地源
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$本地源
NewTV惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225665/index.m3u8$LR•IPV6『线路2』
NewTV惊悚悬疑,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw2482771376_951312812/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8$LR•IPV6『线路3』
NewTV惊悚悬疑,http://iptv.666230.xyz/iptv/bjyd.php/7013$LR•IPV4『线路6』
NewTV惊悚悬疑,https://iptv.catvod.com/live.php?id=NewTV%E6%83%8A%E6%82%9A%E6%82%AC%E7%96%91$LR•IPV4『线路7』
NewTV动作电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010003$本地源
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$本地源
NewTV动作电影,https://iptv.catvod.com/live.php?id=NewTV%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1$LR•IPV4『线路2』
黑莓电影,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010073$本地源
黑莓电影,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/1.m3u8$本地源
黑莓电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8$本地源
黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225764/2/index.m3u8$本地源
黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225769/2/index.m3u8$LR•IPV6『线路2』
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8$LR•IPV4『线路13』
黑莓电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$订阅源
黑莓电影,http://[2409:8087:1:20:20::27]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E$LR•IPV6『线路6』
黑莓电影,https://fenghuang.tv12.xyz/29.m3u8$LR•11•IPV4『线路4』
黑莓电影,http://[2409:8087:1a15:10d1::36]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$LR•11•IPV6『线路11』
纬来电影,http://bxtv.3a.ink/api.php?id=wldy$LR•IPV4『线路1』
纬来电影,https://hls-gateway.vpstv.net/streams/477063.m3u8$LR•IPV4『线路3』
纬来电影,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie$LR•IPV4『线路4』
纬来电影,http://pullpackage.alivecdn.com/live/LIjQbqWr0oCfwR6SjWMVXyUh5m1qsJgqORFprvbBloK6NfqVBD.flv$LR•IPV4『线路5』
纬来电影,https://live.catvod.com/catvod_com.php?id=videolandmovie$LR•IPV4『线路6』
纬来电影,https://smt.iktv.ddns-ip.net/Smart.php?id=videolandmovie$LR•IPV4『线路7』
纬来电影,https://live.catvod.com/live.php?id=videolandmovie&token=a76bdc035b650a1c05ec1f7fb9f26ae2f5af7dd30a77937811b00e06d85b6954%3A1760491003%3ANTIuMTUwLjI5Ljk4$LR•IPV4『线路6』
靖天映画,https://hls-gateway.vpstv.net/streams/476302.m3u8$LR•IPV4『线路2』
靖天映画,http://pullpackage.alivecdn.com/live/hTZYTLKukHNqDnshCwsOBdnFoZs5a4UeCJ396iYBSzJGOEv6kg.flv$LR•IPV4『线路5』
靖天映画,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir$订阅源
靖天映画,https://4gtv.dxjc.pp.ua/4gtv-4gtv055/index.m3u8$订阅源
靖天映画,https://4gtv.dxjc.pp.ua/li-4gtv-4gtv055/index.m3u8$订阅源
靖天映画,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv055$LR•IPV4『线路8』
靖天映画,https://mao.ffmking888.dpdns.org/$订阅源
靖天戏剧,http://pullpackage.alivecdn.com/live/pU4fD0cP0dx6iXknYRcEzuZOQ6P6z5FsZ9KvAOPGsBry6iYBSe.flv$LR•IPV4『线路5』
靖天戏剧,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir$订阅源
靖天戏剧,https://tmxk.pp.ua/litv.php?token=tmxk&id=4gtv-4gtv058$LR•IPV4『线路7』
靖天戏剧,https://mao.ffmking888.dpdns.org/$订阅源
靖天戏剧,https://mao.ffmking888.dpdns.org/?id=6Z2W5aSp5oiy5YqH5Yaw&auth=30234cedf871581989d3c91a3daec1e9f50e024aafcfa2247e7d44d91bb8d02fbc3f571b2d67f9d82642cc1d0f133d89$订阅源
经典电影,http://goo.bkpcp.top/mg/jdxgdy$本地源
经典电影,https://tv.iill.top/4gtv/201$本地源
经典电影,https://mursor.ottiptv.cc/bilibili/1777481601$订阅源
经典电影,https://yylunbo.ottiptv.cc/yy/1414812324$订阅源
天映经典,http://tl.061833.xyz/tl/null-1$订阅源
天映经典,https://live.tvfix.org/live/tyjd/index.m3u8$订阅源
天映经典,https://migu.188766.xyz/$订阅源
天映经典,https://100.061833.xyz/stream/mytv/null-1/stream.m3u8$订阅源
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe$本地源
无线星河,https://cdn6.101.qzz.io/163189/tvbxh$订阅源
星空卫视,http://iptv.huuc.edu.cn/hls/startv.m3u8$本地源
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193$本地源
东森电影,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie$本地源
东森电影,https://hls-gateway.vpstv.net/streams/476995.m3u8$LR•IPV4『线路8』
东森电影,http://bxtv.3a.ink/api.php?id=dsdy$LR•IPV4『线路12』
东森超视,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper$本地源
东森超视,https://hls-gateway.vpstv.net/streams/476234.m3u8$LR•IPV4『线路10』

卫视频道,#genre#
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$本地源
广东卫视,http://goo.bkpcp.top/mg/gdws$本地源
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8$本地源
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226238/1.m3u8$本地源
广东卫视,http://nas.suntao.online:35455/itv/1000000001000014176.m3u8?cdn=ystenlive$本地源
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8$订阅源
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND$订阅源
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225701/index.m3u8$LR•IPV6『线路3』
广东卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225597/2/index.m3u8$LR•IPV6『线路5』
广东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8$LR•IPV6『线路6』
广东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$LR•IPV6『线路7』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$LR•IPV6『线路8』
广东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8$LR•IPV6『线路10』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8$LR•IPV6『线路11』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6『线路13』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8$LR•IPV6『线路31』
广东卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8$订阅源
广东卫视,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?$订阅源
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$LR•IPV6『线路37』
广东卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN181359BESTVSMGSMG/index.m3u8?m3u8_level=2$LR•IPV6『线路39』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/index.m3u8$LR•IPV6『线路40』
广东卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?IAS$LR•IPV6『线路41』
广东卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?IAS$LR•IPV6『线路42』
广东卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN181359BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUW%2B%2FF4NzOzOt3cAWjhMHEuMwoDIwMxbrlyyVy9x6ZDKn1U8f2vJUVL98LlyeZUOMSmC30dkrUFt%2FE8JGKMphXYE$LR•IPV6『线路44』
广东卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?IAS$LR•IPV6『线路45』
广东卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000341/index.m3u8?IAS$LR•IPV6『线路46』
广东卫视,http://lu.wqwqwq.sbs/itv/1000000005000265034.m3u8?cdn=ystenlive$LR•IPV4『线路159』
广东卫视,http://tvbox6.com/tv/bfgd.php?id=092$LR•IPV4『线路212』
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$LR•IPV4『线路221』
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/1.m3u8$LR•IPV4『线路223』
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8$LR•IPV4『线路224』
广东卫视,http://php.jdshipin.com:8880/chudian.php?id=gdws$LR•IPV4『线路226』
广东卫视,http://alvin.ergotron.net:8000/udp/239.77.1.19:5146$LR•IPV4『线路239』
广东卫视,http://webmail.axxe.top:4022/rtp/239.3.1.142:8048$LR•IPV4『线路265』
广东卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8$LR•IPV4『线路266』
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8$LR•IPV4『线路289』
广东卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8$LR•IPV4『线路290』
广东卫视,http://dsj.motem.top:8880/bptv/10000100000000050000000003873459.m3u8$订阅源
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8$订阅源
广东卫视,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u8$LR•IPV6『线路24』
广东卫视,https://migu.188766.xyz/?migutoken=cd29b36891622f270568a4359562f5b3&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&pp=1$LR•34•IPV4『线路4』
广东卫视,https://migu.188766.xyz/?migutoken=bdef783d990841d11dcbaee9b72e1bd8&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&pp=1$LR•34•IPV4『线路3』
广东卫视,https://migu.188766.xyz/?migutoken=9e1315f439f1b68bba11ab674c5bb5f5&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&pp=1$LR•36•IPV4『线路5』
广东卫视,https://mursor.ottiptv.cc/gptv/G_GUANGDONG-HD-265-8M.m3u8$LR•IPV4『线路28』
广东卫视,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227201/index.m3u8$LR•38•IPV4『线路20』
